TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es
Barlovento,38007,2018,2018,Pensiones,PENSIONES,24.9,,
Barlovento,38007,2019,2019,Pensiones,PENSIONES,25.1,,
Barlovento,38007,2020,2020,Pensiones,PENSIONES,24.5,,
Barlovento,38007,2021,2021,Pensiones,PENSIONES,24.1,,
Barlovento,38007,2022,2022,Pensiones,PENSIONES,23.4,,
Barlovento,38007,2023,2023,Pensiones,PENSIONES,23,,
Barlovento,38007,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1,,
Barlovento,38007,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Barlovento,38007,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Barlovento,38007,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Barlovento,38007,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Barlovento,38007,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7,,
Barlovento,38007,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,,
Barlovento,38007,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Barlovento,38007,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Breña Alta,38008,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.2,,
Breña Alta,38008,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5,,
Breña Alta,38008,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,64.3,,
Breña Alta,38008,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.7,,
Breña Alta,38008,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,65,,
Breña Alta,38008,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.9,,
Breña Alta,38008,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,63.2,,
Breña Alta,38008,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.6,,
Breña Alta,38008,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,63.2,,
Breña Alta,38008,2015,2015,Otros ingresos,OTROS_INGRESOS,11.1,,
Breña Alta,38008,2016,2016,Otros ingresos,OTROS_INGRESOS,11.6,,
Breña Alta,38008,2017,2017,Otros ingresos,OTROS_INGRESOS,12.6,,
Breña Alta,38008,2018,2018,Otros ingresos,OTROS_INGRESOS,11.9,,
Breña Alta,38008,2019,2019,Otros ingresos,OTROS_INGRESOS,12.4,,
Breña Alta,38008,2020,2020,Otros ingresos,OTROS_INGRESOS,12.7,,
Breña Alta,38008,2021,2021,Otros ingresos,OTROS_INGRESOS,12.3,,
Breña Alta,38008,2022,2022,Otros ingresos,OTROS_INGRESOS,12.8,,
Breña Alta,38008,2023,2023,Otros ingresos,OTROS_INGRESOS,14.1,,
Breña Alta,38008,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2,,
Breña Alta,38008,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.1,,
Breña Alta,38008,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.5,,
Breña Alta,38008,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,
Breña Alta,38008,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,
Breña Alta,38008,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.1,,
Breña Alta,38008,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Breña Alta,38008,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
Breña Alta,38008,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.1,,
Breña Alta,38008,2015,2015,Pensiones,PENSIONES,18.8,,
Breña Alta,38008,2016,2016,Pensiones,PENSIONES,18.4,,
Breña Alta,38008,2017,2017,Pensiones,PENSIONES,17.9,,
Breña Alta,38008,2018,2018,Pensiones,PENSIONES,18.1,,
Breña Alta,38008,2019,2019,Pensiones,PENSIONES,17.2,,
Breña Alta,38008,2020,2020,Pensiones,PENSIONES,17.7,,
Breña Alta,38008,2021,2021,Pensiones,PENSIONES,17.5,,
Breña Alta,38008,2022,2022,Pensiones,PENSIONES,17.3,,
Breña Alta,38008,2023,2023,Pensiones,PENSIONES,17.5,,
Breña Alta,38008,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
Breña Alta,38008,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Breña Alta,38008,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,
Breña Alta,38008,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,,
Breña Alta,38008,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Breña Alta,38008,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7,,
Breña Alta,38008,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Breña Alta,38008,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,,
Breña Alta,38008,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,,
Breña Baja,38009,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,68.2,,
Breña Baja,38009,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,68.3,,
Breña Baja,38009,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,66.9,,
Breña Baja,38009,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,67.5,,
Breña Baja,38009,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,67.1,,
Breña Baja,38009,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,64.8,,
Breña Baja,38009,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,66.3,,
Breña Baja,38009,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.1,,
Breña Baja,38009,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,66.2,,
Breña Baja,38009,2015,2015,Otros ingresos,OTROS_INGRESOS,10.3,,
Breña Baja,38009,2016,2016,Otros ingresos,OTROS_INGRESOS,10.8,,
Breña Baja,38009,2017,2017,Otros ingresos,OTROS_INGRESOS,12.5,,
Breña Baja,38009,2018,2018,Otros ingresos,OTROS_INGRESOS,12.1,,
Breña Baja,38009,2019,2019,Otros ingresos,OTROS_INGRESOS,11.9,,
Breña Baja,38009,2020,2020,Otros ingresos,OTROS_INGRESOS,10,,
Breña Baja,38009,2021,2021,Otros ingresos,OTROS_INGRESOS,11.2,,
Breña Baja,38009,2022,2022,Otros ingresos,OTROS_INGRESOS,12.3,,
Breña Baja,38009,2023,2023,Otros ingresos,OTROS_INGRESOS,13.3,,
Breña Baja,38009,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Breña Baja,38009,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.4,,
Breña Baja,38009,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Breña Baja,38009,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Breña Baja,38009,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.9,,
Breña Baja,38009,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Breña Baja,38009,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
Breña Baja,38009,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
Breña Baja,38009,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.1,,
Breña Baja,38009,2015,2015,Pensiones,PENSIONES,15.7,,
Breña Baja,38009,2016,2016,Pensiones,PENSIONES,15.5,,
Breña Baja,38009,2017,2017,Pensiones,PENSIONES,15.4,,
Breña Baja,38009,2018,2018,Pensiones,PENSIONES,15.1,,
Breña Baja,38009,2019,2019,Pensiones,PENSIONES,15.7,,
Breña Baja,38009,2020,2020,Pensiones,PENSIONES,16.4,,
Breña Baja,38009,2021,2021,Pensiones,PENSIONES,15.8,,
Breña Baja,38009,2022,2022,Pensiones,PENSIONES,15.5,,
Breña Baja,38009,2023,2023,Pensiones,PENSIONES,15.5,,
Breña Baja,38009,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
Breña Baja,38009,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Breña Baja,38009,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Breña Baja,38009,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,,
Breña Baja,38009,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.4,,
Breña Baja,38009,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,,
Breña Baja,38009,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Breña Baja,38009,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9,,
Breña Baja,38009,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2,,
Fuencaliente de La Palma,38014,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,53.3,,
Fuencaliente de La Palma,38014,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,53.9,,
Fuencaliente de La Palma,38014,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.4,,
Fuencaliente de La Palma,38014,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,53.8,,
Fuencaliente de La Palma,38014,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,56.6,,
Fuencaliente de La Palma,38014,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,50.5,,
Fuencaliente de La Palma,38014,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.7,,
Fuencaliente de La Palma,38014,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,57,,
Fuencaliente de La Palma,38014,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.6,,
Fuencaliente de La Palma,38014,2015,2015,Otros ingresos,OTROS_INGRESOS,16.6,,
Fuencaliente de La Palma,38014,2016,2016,Otros ingresos,OTROS_INGRESOS,15.6,,
Fuencaliente de La Palma,38014,2017,2017,Otros ingresos,OTROS_INGRESOS,16.5,,
Fuencaliente de La Palma,38014,2018,2018,Otros ingresos,OTROS_INGRESOS,17.3,,
Fuencaliente de La Palma,38014,2019,2019,Otros ingresos,OTROS_INGRESOS,15.1,,
Fuencaliente de La Palma,38014,2020,2020,Otros ingresos,OTROS_INGRESOS,14.7,,
Fuencaliente de La Palma,38014,2021,2021,Otros ingresos,OTROS_INGRESOS,14.2,,
Fuencaliente de La Palma,38014,2022,2022,Otros ingresos,OTROS_INGRESOS,13.1,,
Fuencaliente de La Palma,38014,2023,2023,Otros ingresos,OTROS_INGRESOS,14,,
Fuencaliente de La Palma,38014,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8,,
Fuencaliente de La Palma,38014,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.5,,
Fuencaliente de La Palma,38014,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Fuencaliente de La Palma,38014,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
Fuencaliente de La Palma,38014,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Fuencaliente de La Palma,38014,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Fuencaliente de La Palma,38014,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.1,,
Fuencaliente de La Palma,38014,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4,,
Fuencaliente de La Palma,38014,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Fuencaliente de La Palma,38014,2015,2015,Pensiones,PENSIONES,23.8,,
Fuencaliente de La Palma,38014,2016,2016,Pensiones,PENSIONES,24.9,,
Fuencaliente de La Palma,38014,2017,2017,Pensiones,PENSIONES,22.5,,
Fuencaliente de La Palma,38014,2018,2018,Pensiones,PENSIONES,22.5,,
Fuencaliente de La Palma,38014,2019,2019,Pensiones,PENSIONES,21.7,,
Fuencaliente de La Palma,38014,2020,2020,Pensiones,PENSIONES,22.5,,
Fuencaliente de La Palma,38014,2021,2021,Pensiones,PENSIONES,22.5,,
Fuencaliente de La Palma,38014,2022,2022,Pensiones,PENSIONES,22,,
Fuencaliente de La Palma,38014,2023,2023,Pensiones,PENSIONES,23.2,,
Fuencaliente de La Palma,38014,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Fuencaliente de La Palma,38014,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Fuencaliente de La Palma,38014,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Fuencaliente de La Palma,38014,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Fuencaliente de La Palma,38014,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Fuencaliente de La Palma,38014,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.1,,
Fuencaliente de La Palma,38014,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,,
Fuencaliente de La Palma,38014,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Fuencaliente de La Palma,38014,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3,,
Garafía,38016,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,40.8,,
Garafía,38016,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,41.4,,
Garafía,38016,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,42.9,,
Garafía,38016,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,43.5,,
Garafía,38016,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,45,,
Garafía,38016,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,46.3,,
Garafía,38016,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,48.5,,
Garafía,38016,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,49.1,,
Garafía,38016,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,46.3,,
Garafía,38016,2015,2015,Otros ingresos,OTROS_INGRESOS,12.3,,
Garafía,38016,2016,2016,Otros ingresos,OTROS_INGRESOS,13.6,,
Garafía,38016,2017,2017,Otros ingresos,OTROS_INGRESOS,13.6,,
Garafía,38016,2018,2018,Otros ingresos,OTROS_INGRESOS,15.2,,
Garafía,38016,2019,2019,Otros ingresos,OTROS_INGRESOS,14.5,,
Garafía,38016,2020,2020,Otros ingresos,OTROS_INGRESOS,11.2,,
Garafía,38016,2021,2021,Otros ingresos,OTROS_INGRESOS,12.4,,
Garafía,38016,2022,2022,Otros ingresos,OTROS_INGRESOS,13.5,,
Garafía,38016,2023,2023,Otros ingresos,OTROS_INGRESOS,15.6,,
Garafía,38016,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,4,,
Garafía,38016,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Garafía,38016,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,4,,
Garafía,38016,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Garafía,38016,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,
Garafía,38016,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Garafía,38016,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3,,
Garafía,38016,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
Garafía,38016,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Garafía,38016,2015,2015,Pensiones,PENSIONES,38.1,,
Garafía,38016,2016,2016,Pensiones,PENSIONES,37,,
Garafía,38016,2017,2017,Pensiones,PENSIONES,35.3,,
Garafía,38016,2018,2018,Pensiones,PENSIONES,34.6,,
Garafía,38016,2019,2019,Pensiones,PENSIONES,33.6,,
Garafía,38016,2020,2020,Pensiones,PENSIONES,32,,
Garafía,38016,2021,2021,Pensiones,PENSIONES,30.2,,
Garafía,38016,2022,2022,Pensiones,PENSIONES,29.2,,
Garafía,38016,2023,2023,Pensiones,PENSIONES,30.2,,
Garafía,38016,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,,
Garafía,38016,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Garafía,38016,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,,
Garafía,38016,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,,
Garafía,38016,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Garafía,38016,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3,,
Garafía,38016,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,,
Garafía,38016,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Garafía,38016,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Los Llanos de Aridane,38024,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,55.7,,
Los Llanos de Aridane,38024,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,55.5,,
Los Llanos de Aridane,38024,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.5,,
Los Llanos de Aridane,38024,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,55.5,,
Los Llanos de Aridane,38024,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,56.3,,
Los Llanos de Aridane,38024,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,53.1,,
Los Llanos de Aridane,38024,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,54.5,,
Los Llanos de Aridane,38024,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,54.7,,
Los Llanos de Aridane,38024,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.6,,
Los Llanos de Aridane,38024,2015,2015,Otros ingresos,OTROS_INGRESOS,16.6,,
Los Llanos de Aridane,38024,2016,2016,Otros ingresos,OTROS_INGRESOS,18.3,,
Los Llanos de Aridane,38024,2017,2017,Otros ingresos,OTROS_INGRESOS,19.1,,
Los Llanos de Aridane,38024,2018,2018,Otros ingresos,OTROS_INGRESOS,20,,
Los Llanos de Aridane,38024,2019,2019,Otros ingresos,OTROS_INGRESOS,19,,
Los Llanos de Aridane,38024,2020,2020,Otros ingresos,OTROS_INGRESOS,17.5,,
Los Llanos de Aridane,38024,2021,2021,Otros ingresos,OTROS_INGRESOS,16.9,,
Los Llanos de Aridane,38024,2022,2022,Otros ingresos,OTROS_INGRESOS,15.6,,
Los Llanos de Aridane,38024,2023,2023,Otros ingresos,OTROS_INGRESOS,17.7,,
Los Llanos de Aridane,38024,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.9,,
Los Llanos de Aridane,38024,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Los Llanos de Aridane,38024,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Los Llanos de Aridane,38024,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Los Llanos de Aridane,38024,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Los Llanos de Aridane,38024,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
Los Llanos de Aridane,38024,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Los Llanos de Aridane,38024,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.4,,
Los Llanos de Aridane,38024,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5,,
Los Llanos de Aridane,38024,2015,2015,Pensiones,PENSIONES,20.2,,
Los Llanos de Aridane,38024,2016,2016,Pensiones,PENSIONES,19.3,,
Los Llanos de Aridane,38024,2017,2017,Pensiones,PENSIONES,18.6,,
Los Llanos de Aridane,38024,2018,2018,Pensiones,PENSIONES,17.8,,
Los Llanos de Aridane,38024,2019,2019,Pensiones,PENSIONES,18,,
Los Llanos de Aridane,38024,2020,2020,Pensiones,PENSIONES,18.7,,
Los Llanos de Aridane,38024,2021,2021,Pensiones,PENSIONES,18.1,,
Los Llanos de Aridane,38024,2022,2022,Pensiones,PENSIONES,17.5,,
Los Llanos de Aridane,38024,2023,2023,Pensiones,PENSIONES,17.7,,
Los Llanos de Aridane,38024,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,,
Los Llanos de Aridane,38024,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
Los Llanos de Aridane,38024,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Los Llanos de Aridane,38024,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Los Llanos de Aridane,38024,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
Los Llanos de Aridane,38024,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.5,,
Los Llanos de Aridane,38024,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.1,,
Los Llanos de Aridane,38024,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,,
Los Llanos de Aridane,38024,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
El Paso,38027,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,54.8,,
El Paso,38027,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,54.3,,
El Paso,38027,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,52.6,,
El Paso,38027,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,53.4,,
El Paso,38027,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,53.9,,
El Paso,38027,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,52.2,,
El Paso,38027,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.8,,
El Paso,38027,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,53.7,,
El Paso,38027,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,53.1,,
El Paso,38027,2015,2015,Otros ingresos,OTROS_INGRESOS,15.7,,
El Paso,38027,2016,2016,Otros ingresos,OTROS_INGRESOS,17.5,,
El Paso,38027,2017,2017,Otros ingresos,OTROS_INGRESOS,20.7,,
El Paso,38027,2018,2018,Otros ingresos,OTROS_INGRESOS,20.6,,
El Paso,38027,2019,2019,Otros ingresos,OTROS_INGRESOS,19.5,,
El Paso,38027,2020,2020,Otros ingresos,OTROS_INGRESOS,17.9,,
El Paso,38027,2021,2021,Otros ingresos,OTROS_INGRESOS,17.9,,
El Paso,38027,2022,2022,Otros ingresos,OTROS_INGRESOS,17.3,,
El Paso,38027,2023,2023,Otros ingresos,OTROS_INGRESOS,20.4,,
El Paso,38027,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,3,,
El Paso,38027,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.9,,
El Paso,38027,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,
El Paso,38027,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
El Paso,38027,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.2,,
El Paso,38027,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
El Paso,38027,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3,,
El Paso,38027,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,6,,
El Paso,38027,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.1,,
El Paso,38027,2015,2015,Pensiones,PENSIONES,22,,
El Paso,38027,2016,2016,Pensiones,PENSIONES,21.3,,
El Paso,38027,2017,2017,Pensiones,PENSIONES,19.9,,
El Paso,38027,2018,2018,Pensiones,PENSIONES,19.5,,
El Paso,38027,2019,2019,Pensiones,PENSIONES,20.2,,
El Paso,38027,2020,2020,Pensiones,PENSIONES,20.1,,
El Paso,38027,2021,2021,Pensiones,PENSIONES,19.1,,
El Paso,38027,2022,2022,Pensiones,PENSIONES,18.9,,
El Paso,38027,2023,2023,Pensiones,PENSIONES,19,,
El Paso,38027,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,,
El Paso,38027,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
El Paso,38027,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
El Paso,38027,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
El Paso,38027,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
El Paso,38027,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3,,
El Paso,38027,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5,,
El Paso,38027,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,,
El Paso,38027,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,,
Puntagorda,38029,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,53.3,,
Puntagorda,38029,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,54.5,,
Puntagorda,38029,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,53.5,,
Puntagorda,38029,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,52.9,,
Puntagorda,38029,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,55.8,,
Puntagorda,38029,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,52.1,,
Puntagorda,38029,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.2,,
Puntagorda,38029,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,55.7,,
Puntagorda,38029,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,52.6,,
Puntagorda,38029,2015,2015,Otros ingresos,OTROS_INGRESOS,15.9,,
Puntagorda,38029,2016,2016,Otros ingresos,OTROS_INGRESOS,15.8,,
Puntagorda,38029,2017,2017,Otros ingresos,OTROS_INGRESOS,18.5,,
Puntagorda,38029,2018,2018,Otros ingresos,OTROS_INGRESOS,19.2,,
Puntagorda,38029,2019,2019,Otros ingresos,OTROS_INGRESOS,17.6,,
Puntagorda,38029,2020,2020,Otros ingresos,OTROS_INGRESOS,16.2,,
Puntagorda,38029,2021,2021,Otros ingresos,OTROS_INGRESOS,16.6,,
Puntagorda,38029,2022,2022,Otros ingresos,OTROS_INGRESOS,16.9,,
Puntagorda,38029,2023,2023,Otros ingresos,OTROS_INGRESOS,19.8,,
Puntagorda,38029,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.1,,
Puntagorda,38029,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.9,,
Puntagorda,38029,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Puntagorda,38029,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Puntagorda,38029,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,
